"year","round","race_name","circuit","circuit_type","country","location","driver","driver_nationality","constructor","constructor_nationality","grid","position","points","status","q1","q2","q3","qualifying_position","constructor_prestige"
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Hamilton","British","McLaren","British",2,"2",18,"Finished","1:25.384","1:24.595","1:24.307",2,3
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Petrov","Russian","Renault","French",6,"3",15,"Finished","1:25.543","1:25.582","1:25.247",6,4
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Alonso","Spanish","Ferrari","Italian",5,"4",12,"Finished","1:25.707","1:25.242","1:24.974",5,2
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Webber","Australian","Red Bull","Austrian",3,"5",10,"Finished","1:25.900","1:24.658","1:24.395",3,2
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Button","British","McLaren","British",4,"6",8,"Finished","1:25.886","1:24.957","1:24.779",4,3
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Massa","Brazilian","Ferrari","Italian",8,"7",6,"Finished","1:26.031","1:25.611","1:25.599",8,2
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Buemi","Swiss","Toro Rosso","Italian",10,"8",4,"+1 Lap","1:26.232","1:25.882","1:27.066",10,6
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Sutil","German","Force India","Indian",16,"9",2,"+1 Lap","1:26.245","1:31.407","\N",16,5
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","di Resta","British","Force India","Indian",14,"10",1,"+1 Lap","1:27.222","1:26.739","\N",14,5
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Alguersuari","Spanish","Toro Rosso","Italian",12,"11",0,"+1 Lap","1:26.620","1:26.103","\N",12,6
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Heidfeld","German","Renault","French",18,"12",0,"+1 Lap","1:27.239","\N","\N",18,4
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Trulli","Italian","Lotus","Malaysian",20,"13",0,"+2 Laps","1:29.342","\N","\N",20,6
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","d'Ambrosio","Belgian","Virgin","British",22,"14",0,"+4 Laps","1:30.822","\N","\N",22,6
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Glock","German","Virgin","British",21,"\N",0,"+9 Laps","1:29.858","\N","\N",21,6
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Barrichello","Brazilian","Williams","British",17,"\N",0,"Transmission","1:26.270","\N","\N",17,4
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Rosberg","German","Mercedes","German",7,"\N",0,"Collision","1:25.856","1:25.606","1:25.421",7,1
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Kovalainen","Finnish","Lotus","Malaysian",19,"\N",0,"Water leak","1:29.254","\N","\N",19,6
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Schumacher","German","Mercedes","German",11,"\N",0,"Collision","1:25.962","1:25.971","\N",11,1
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Maldonado","Venezuelan","Williams","British",15,"\N",0,"Transmission","1:26.298","1:26.768","\N",15,4
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Kobayashi","Japanese","Sauber","Swiss",9,"\N",0,"Disqualified","1:25.717","1:25.405","1:25.626",9,6
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Pérez","Mexican","Sauber","Swiss",13,"\N",0,"Disqualified","1:25.812","1:26.108","\N",13,6
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Liuzzi","Italian","HRT","Spanish",0,"\N",0,"Did not qualify","1:32.978","\N","\N",23,6
2011,1,"Australian Grand Prix","Albert Park Grand Prix Circuit","Street Circuit","Australia","Melbourne","Karthikeyan","Indian","HRT","Spanish",0,"\N",0,"Did not qualify","1:34.293","\N","\N",24,6
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Vettel","German","Red Bull","Austrian",1,"1",25,"Finished","1:37.468","1:35.934","1:34.870",1,2
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Button","British","McLaren","British",4,"2",18,"Finished","1:37.033","1:35.569","1:35.200",4,3
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Heidfeld","German","Renault","French",6,"3",15,"Finished","1:37.224","1:36.811","1:36.124",6,4
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Webber","Australian","Red Bull","Austrian",3,"4",12,"Finished","1:37.924","1:36.080","1:35.179",3,2
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Massa","Brazilian","Ferrari","Italian",7,"5",10,"Finished","1:36.744","1:36.557","1:36.251",7,2
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Alonso","Spanish","Ferrari","Italian",5,"6",8,"Finished","1:36.897","1:36.320","1:35.802",5,2
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Kobayashi","Japanese","Sauber","Swiss",10,"7",6,"Finished","1:36.994","1:36.691","1:36.820",10,6
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Hamilton","British","McLaren","British",2,"8",4,"Finished","1:36.861","1:35.852","1:34.974",2,3
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Schumacher","German","Mercedes","German",11,"9",2,"Finished","1:36.904","1:37.035","\N",11,1
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","di Resta","British","Force India","Indian",14,"10",1,"Finished","1:38.045","1:37.370","\N",14,5
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Sutil","German","Force India","Indian",17,"11",0,"+1 Lap","1:37.693","1:37.593","\N",17,5
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Rosberg","German","Mercedes","German",9,"12",0,"+1 Lap","1:37.316","1:36.388","1:36.809",9,1
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Buemi","Swiss","Toro Rosso","Italian",12,"13",0,"+1 Lap","1:37.693","1:37.160","\N",12,6
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Alguersuari","Spanish","Toro Rosso","Italian",13,"14",0,"+1 Lap","1:37.677","1:37.347","\N",13,6
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Kovalainen","Finnish","Lotus","Malaysian",19,"15",0,"+1 Lap","1:38.645","\N","\N",19,6
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Glock","German","Virgin","British",21,"16",0,"+2 Laps","1:40.648","\N","\N",21,6
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Petrov","Russian","Renault","French",8,"17",0,"Accident","1:37.210","1:36.642","1:36.324",8,4
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Liuzzi","Italian","HRT","Spanish",23,"\N",0,"+10 Laps","1:41.549","\N","\N",23,6
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","d'Ambrosio","Belgian","Virgin","British",22,"\N",0,"Accident","1:41.001","\N","\N",22,6
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Trulli","Italian","Lotus","Malaysian",20,"\N",0,"Clutch","1:38.791","\N","\N",20,6
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Pérez","Mexican","Sauber","Swiss",16,"\N",0,"Accident","1:37.759","1:37.528","\N",16,6
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Barrichello","Brazilian","Williams","British",15,"\N",0,"Gearbox","1:38.163","1:37.496","\N",15,4
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Karthikeyan","Indian","HRT","Spanish",24,"\N",0,"+42 Laps","1:42.574","\N","\N",24,6
2011,2,"Malaysian Grand Prix","Sepang International Circuit","Permanent Race Circuit","Malaysia","Kuala Lumpur","Maldonado","Venezuelan","Williams","British",18,"\N",0,"Engine misfire","1:38.276","\N","\N",18,4
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Hamilton","British","McLaren","British",3,"1",25,"Finished","1:36.091","1:34.486","1:34.463",3,3
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Vettel","German","Red Bull","Austrian",1,"2",18,"Finished","1:35.674","1:34.776","1:33.706",1,2
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Webber","Australian","Red Bull","Austrian",18,"3",15,"Finished","1:36.468","\N","\N",18,2
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Button","British","McLaren","British",2,"4",12,"Finished","1:35.924","1:34.662","1:34.421",2,3
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Rosberg","German","Mercedes","German",4,"5",10,"Finished","1:35.272","1:35.850","1:34.670",4,1
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Massa","Brazilian","Ferrari","Italian",6,"6",8,"Finished","1:35.478","1:35.437","1:35.145",6,2
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Alonso","Spanish","Ferrari","Italian",5,"7",6,"Finished","1:35.389","1:35.165","1:35.119",5,2
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Schumacher","German","Mercedes","German",14,"8",4,"Finished","1:35.508","1:36.457","\N",14,1
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Petrov","Russian","Renault","French",10,"9",2,"Finished","1:35.370","1:35.149","\N",10,4
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Kobayashi","Japanese","Sauber","Swiss",13,"10",1,"Finished","1:36.147","1:36.236","\N",13,6
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","di Resta","British","Force India","Indian",8,"11",0,"Finished","1:35.702","1:35.858","1:36.190",8,5
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Heidfeld","German","Renault","French",16,"12",0,"Finished","1:35.910","1:36.611","\N",16,4
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Barrichello","Brazilian","Williams","British",15,"13",0,"Finished","1:35.911","1:36.465","\N",15,4
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Buemi","Swiss","Toro Rosso","Italian",9,"14",0,"Finished","1:36.110","1:35.500","1:36.203",9,6
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Sutil","German","Force India","Indian",11,"15",0,"+1 Lap","1:36.092","1:35.874","\N",11,5
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Kovalainen","Finnish","Lotus","Malaysian",19,"16",0,"+1 Lap","1:37.894","\N","\N",19,6
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Pérez","Mexican","Sauber","Swiss",12,"17",0,"+1 Lap","1:36.046","1:36.053","\N",12,6
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Maldonado","Venezuelan","Williams","British",17,"18",0,"+1 Lap","1:36.121","1:36.956","\N",17,4
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Trulli","Italian","Lotus","Malaysian",20,"19",0,"+1 Lap","1:38.318","\N","\N",20,6
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","d'Ambrosio","Belgian","Virgin","British",21,"20",0,"+2 Laps","1:39.119","\N","\N",21,6
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Glock","German","Virgin","British",22,"21",0,"+2 Laps","1:39.708","\N","\N",22,6
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Liuzzi","Italian","HRT","Spanish",23,"22",0,"+2 Laps","1:40.212","\N","\N",23,6
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Karthikeyan","Indian","HRT","Spanish",24,"23",0,"+2 Laps","1:40.445","\N","\N",24,6
2011,3,"Chinese Grand Prix","Shanghai International Circuit","Permanent Race Circuit","China","Shanghai","Alguersuari","Spanish","Toro Rosso","Italian",7,"\N",0,"Wheel","1:36.133","1:35.563","1:36.158",7,6
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Vettel","German","Red Bull","Austrian",1,"1",25,"Finished","1:27.039","1:25.610","1:25.049",1,2
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Webber","Australian","Red Bull","Austrian",2,"2",18,"Finished","1:27.090","1:26.075","1:25.454",2,2
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Alonso","Spanish","Ferrari","Italian",5,"3",15,"Finished","1:27.349","1:26.152","1:25.851",5,2
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Hamilton","British","McLaren","British",4,"4",12,"Finished","1:27.091","1:26.066","1:25.595",4,3
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Rosberg","German","Mercedes","German",3,"5",10,"Finished","1:27.514","1:25.801","1:25.574",3,1
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Button","British","McLaren","British",6,"6",8,"Finished","1:27.374","1:26.485","1:25.982",6,3
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Heidfeld","German","Renault","French",9,"7",6,"Finished","1:27.901","1:26.740","1:26.659",9,4
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Petrov","Russian","Renault","French",7,"8",4,"Finished","1:27.475","1:26.654","1:26.296",7,4
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Buemi","Swiss","Toro Rosso","Italian",16,"9",2,"Finished","1:27.620","1:27.255","\N",16,6
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Kobayashi","Japanese","Sauber","Swiss",24,"10",1,"Finished",NA,NA,NA,NA,6
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Massa","Brazilian","Ferrari","Italian",10,"11",0,"Finished","1:27.013","1:26.395","\N",10,2
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Schumacher","German","Mercedes","German",8,"12",0,"Finished","1:27.697","1:26.121","1:26.646",8,1
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Sutil","German","Force India","Indian",12,"13",0,"+1 Lap","1:27.392","1:27.027","\N",12,5
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Pérez","Mexican","Sauber","Swiss",15,"14",0,"+1 Lap","1:27.778","1:27.244","\N",15,6
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Barrichello","Brazilian","Williams","British",11,"15",0,"+1 Lap","1:28.246","1:26.764","\N",11,4
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Alguersuari","Spanish","Toro Rosso","Italian",17,"16",0,"+1 Lap","1:28.055","1:27.572","\N",17,6
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Maldonado","Venezuelan","Williams","British",14,"17",0,"+1 Lap","1:27.396","1:27.236","\N",14,4
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Trulli","Italian","Lotus","Malaysian",19,"18",0,"+1 Lap","1:29.673","\N","\N",19,6
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Kovalainen","Finnish","Lotus","Malaysian",18,"19",0,"+2 Laps","1:28.780","\N","\N",18,6
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","d'Ambrosio","Belgian","Virgin","British",23,"20",0,"+2 Laps","1:30.445","\N","\N",20,6
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Karthikeyan","Indian","HRT","Spanish",22,"21",0,"+3 Laps","1:31.564","\N","\N",23,6
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Liuzzi","Italian","HRT","Spanish",20,"22",0,"+5 Laps","1:30.692","\N","\N",21,6
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","di Resta","British","Force India","Indian",13,"\N",0,"Retired","1:27.625","1:27.145","\N",13,5
2011,4,"Turkish Grand Prix","Istanbul Park","Permanent Race Circuit","Turkey","Istanbul","Glock","German","Virgin","British",21,"\N",0,"Gearbox","1:30.813","\N","\N",22,6
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Vettel","German","Red Bull","Austrian",2,"1",25,"Finished","1:24.142","1:21.540","1:21.181",2,2
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Hamilton","British","McLaren","British",3,"2",18,"Finished","1:24.370","1:22.148","1:21.961",3,3
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Button","British","McLaren","British",5,"3",15,"Finished","1:24.428","1:22.050","1:21.996",5,3
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Webber","Australian","Red Bull","Austrian",1,"4",12,"Finished","1:23.619","1:21.773","1:20.981",1,2
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Alonso","Spanish","Ferrari","Italian",4,"5",10,"+1 Lap","1:23.485","1:22.813","1:21.964",4,2
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Schumacher","German","Mercedes","German",10,"6",8,"+1 Lap","1:22.960","1:22.671","\N",10,1
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Rosberg","German","Mercedes","German",7,"7",6,"+1 Lap","1:23.507","1:22.569","1:22.599",7,1
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Heidfeld","German","Renault","French",24,"8",4,"+1 Lap",NA,NA,NA,NA,4
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Pérez","Mexican","Sauber","Swiss",12,"9",2,"+1 Lap","1:24.209","1:23.367","\N",12,6
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Kobayashi","Japanese","Sauber","Swiss",14,"10",1,"+1 Lap","1:23.656","1:23.702","\N",14,6
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Petrov","Russian","Renault","French",6,"11",0,"+1 Lap","1:23.069","1:22.948","1:22.471",6,4
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","di Resta","British","Force India","Indian",16,"12",0,"+1 Lap","1:24.332","1:26.126","\N",16,5
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Sutil","German","Force India","Indian",17,"13",0,"+1 Lap","1:24.648","1:26.571","\N",17,5
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Buemi","Swiss","Toro Rosso","Italian",11,"14",0,"+1 Lap","1:23.962","1:23.231","\N",11,6
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Maldonado","Venezuelan","Williams","British",9,"15",0,"+1 Lap","1:23.406","1:22.854","1:22.952",9,4
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Alguersuari","Spanish","Toro Rosso","Italian",13,"16",0,"+2 Laps","1:24.049","1:23.694","\N",13,6
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Barrichello","Brazilian","Williams","British",19,"17",0,"+2 Laps","1:26.910","\N","\N",19,4
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Trulli","Italian","Lotus","Malaysian",18,"18",0,"+2 Laps","1:26.521","\N","\N",18,6
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Glock","German","Virgin","British",20,"19",0,"+3 Laps","1:27.315","\N","\N",20,6
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","d'Ambrosio","Belgian","Virgin","British",23,"20",0,"+4 Laps","1:28.556","\N","\N",23,6
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Karthikeyan","Indian","HRT","Spanish",22,"21",0,"+5 Laps","1:27.908","\N","\N",22,6
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Massa","Brazilian","Ferrari","Italian",8,"\N",0,"Gearbox","1:23.506","1:23.026","1:22.888",8,2
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Kovalainen","Finnish","Lotus","Malaysian",15,"\N",0,"Accident","1:25.874","1:25.403","\N",15,6
2011,5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya","Permanent Race Circuit","Spain","Montmeló","Liuzzi","Italian","HRT","Spanish",21,"\N",0,"Gearbox","1:27.809","\N","\N",21,6
2011,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Vettel","German","Red Bull","Austrian",1,"1",25,"Finished","1:15.606","1:14.277","1:13.556",1,2
2011,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Alonso","Spanish","Ferrari","Italian",4,"2",18,"Finished","1:16.051","1:14.569","1:14.483",4,2
2011,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Button","British","McLaren","British",2,"3",15,"Finished","1:15.397","1:14.545","1:13.997",2,3
2011,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Webber","Australian","Red Bull","Austrian",3,"4",12,"Finished","1:16.087","1:14.742","1:14.019",3,2
2011,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Kobayashi","Japanese","Sauber","Swiss",12,"5",10,"Finished","1:16.513","1:15.973","\N",13,6
2011,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Hamilton","British","McLaren","British",9,"6",8,"Finished","1:15.207","1:14.275","1:15.280",7,3
2011,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Sutil","German","Force India","Indian",14,"7",6,"+1 Lap","1:16.600","1:16.121","\N",15,5
2011,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Heidfeld","German","Renault","French",15,"8",4,"+1 Lap","1:16.681","1:16.214","\N",16,4
2011,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Barrichello","Brazilian","Williams","British",11,"9",2,"+1 Lap","1:16.616","1:15.826","\N",12,4
2011,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Buemi","Swiss","Toro Rosso","Italian",16,"10",1,"+1 Lap","1:16.358","1:16.300","\N",17,6
2011,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Rosberg","German","Mercedes","German",7,"11",0,"+2 Laps","1:15.858","1:14.741","1:15.766",8,1
2011,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","di Resta","British","Force India","Indian",13,"12",0,"+2 Laps","1:16.813","1:16.118","\N",14,5
2011,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Trulli","Italian","Lotus","Malaysian",18,"13",0,"+2 Laps","1:17.381","\N","\N",19,6
2011,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Kovalainen","Finnish","Lotus","Malaysian",17,"14",0,"+2 Laps","1:17.343","\N","\N",18,6
2011,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","d'Ambrosio","Belgian","Virgin","British",21,"15",0,"+3 Laps","1:18.736","\N","\N",22,6
2011,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Liuzzi","Italian","HRT","Spanish",23,"16",0,"+3 Laps","\N","\N","\N",24,6
2011,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Karthikeyan","Indian","HRT","Spanish",22,"17",0,"+4 Laps","\N","\N","\N",23,6
2011,6,"Monaco Grand Prix","Circuit de Monaco","Street Circuit","Monaco","Monte-Carlo","Maldonado","Venezuelan","Williams","British",8,"18",0,"Accident","1:15.819","1:15.545","1:16.528",9,4
